Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-1.0,-0.1,-14.3,-7.2,-77.4
2q,-0.4,-1.1,-7.7,-1.5,-25.2
4q,0.3,2.3,1.3,0.4,-1.6
8q,13.4,3.9,-14.5,-8.0,19.6
12q,9.7,8.0,-52.4,-27.2,29.8
