Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.98,1.83,0.58,3.14,0.03
2q,1.22,1.78,0.77,3.39,0.06
4q,1.56,1.73,1.2,4.34,0.11
8q,2.36,1.64,1.92,5.54,0.16
12q,2.79,1.4,2.29,5.8,0.2
