Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0017,-0.0006,-0.004,-0.0026,0.0004
2q,0.0072,-0.0063,-0.0003,0.0009,0.0004
4q,0.0123,-0.0062,0.0023,0.0041,0.0006
8q,0.0131,-0.0087,-0.0013,-0.0041,0.0011
12q,0.0066,-0.0123,-0.009,-0.0161,0.0014
