Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.86,0.36,1.21,2.14,0.06
2q,1.32,0.75,1.1,2.9,0.08
4q,2.25,0.75,1.48,4.46,0.11
8q,3.47,0.98,2.03,7.67,0.13
12q,4.37,1.36,2.38,10.31,0.14
