Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-3.2,-0.8,12.7,4.7,2.3
2q,-9.7,-108.0,28.0,7.8,10.7
4q,-3.5,-103.0,30.0,7.7,13.9
8q,3.6,-164.9,31.1,6.1,26.5
12q,10.7,-283.7,34.2,4.5,32.0
