Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.66,1.29,0.71,1.53,0.06
2q,1.22,1.39,1.11,2.69,0.09
4q,2.2,1.51,1.92,4.89,0.13
8q,3.96,1.35,3.66,7.77,0.17
12q,5.28,1.41,5.15,8.49,0.21
