Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-20.5,-2.0,-24.9,-13.3,-84.4
2q,-21.7,-1.5,-19.7,-11.4,-42.3
4q,-12.6,-5.3,-9.9,-4.4,-17.0
8q,-14.9,-2.0,-7.6,-0.1,-10.3
12q,-6.6,-0.6,-7.9,0.3,-3.7
