Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,23.2,-0.2,20.8,4.8,2.6
2q,16.1,6.8,17.0,3.4,10.0
4q,1.5,5.9,5.5,-0.5,12.6
8q,-11.9,5.6,-7.0,-2.6,25.7
12q,-19.6,5.2,-14.7,-3.6,31.2
