Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.66,0.64,0.9,3.09,0.06
2q,1.23,0.56,1.62,5.16,0.08
4q,2.52,0.6,3.23,9.9,0.11
8q,4.53,0.54,5.77,17.35,0.13
12q,5.71,0.48,6.9,21.12,0.14
