Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0002,0.0026,-0.0023,0.0017,0.0004
2q,0.0027,0.001,-0.0011,0.0067,0.0004
4q,0.0081,0.0023,0.0031,0.0164,0.0006
8q,0.0161,0.0016,0.0101,0.0264,0.0011
12q,0.0185,0.0005,0.0115,0.0167,0.0014
