Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.2,0.7,-3.5,-4.9,-7.1
2q,1.2,4.4,-2.0,-1.9,-37.1
4q,-0.2,8.9,0.3,1.1,-84.4
8q,-1.7,3.8,-0.4,-0.0,-164.6
12q,-0.8,3.2,-0.2,-0.5,-167.3
