Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.61,0.27,0.42,1.78,0.03
2q,0.81,0.26,0.57,2.29,0.06
4q,1.3,0.25,0.8,3.41,0.11
8q,1.65,0.27,1.44,4.4,0.16
12q,1.78,0.27,2.02,5.46,0.2
