Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0028,-0.0009,-0.0058,-0.0072,0.0004
2q,-0.0051,-0.0015,-0.0093,-0.0118,0.0006
4q,-0.0092,-0.0015,-0.0159,-0.0213,0.0009
8q,-0.0136,-0.0017,-0.0263,-0.0321,0.0016
12q,-0.02,-0.002,-0.0342,-0.0424,0.002
