Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0023,-0.0007,-0.0038,-0.0056,0.0004
2q,-0.005,-0.0005,-0.0049,-0.0125,0.0006
4q,-0.0108,-0.0007,-0.0074,-0.0269,0.0009
8q,-0.0196,-0.0009,-0.0116,-0.0467,0.0016
12q,-0.0266,-0.0006,-0.0157,-0.0649,0.0021
