Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.2,1.0,5.5,-2.6,-7.1
2q,-0.6,0.2,6.0,-3.4,-37.1
4q,-1.1,-0.8,4.1,-0.1,-84.4
8q,-0.1,-0.2,2.2,0.4,-164.6
12q,0.1,-0.1,1.5,-0.5,-167.3
