Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0004,-0.0008,0.0019,-0.0045,0.0001
2q,0.0011,-0.0006,0.0033,-0.0095,0.0002
4q,0.0027,-0.0009,0.0065,-0.0205,0.0004
8q,0.0078,-0.0011,0.0133,-0.0354,0.0011
12q,0.0134,-0.0005,0.0199,-0.0506,0.0016
