Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0016,0.0026,-0.0046,0.0001,0.0005
2q,-0.0023,0.0025,-0.0063,0.0024,0.0009
4q,-0.0025,0.0026,-0.0076,0.0075,0.0016
8q,0.0009,0.0018,-0.0059,0.0141,0.0031
12q,0.0039,0.0018,-0.0055,0.0056,0.0041
