Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.85,0.62,1.12,3.22,0.06
2q,1.47,0.61,1.92,5.3,0.1
4q,2.56,0.62,3.36,9.82,0.18
8q,4.09,0.55,5.36,16.93,0.31
12q,4.82,0.51,5.97,20.41,0.41
