Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-27.6,1.7,-15.4,-3.1,-88.7
2q,-21.7,-2.0,-9.3,-2.7,-61.6
4q,-1.5,0.5,2.1,2.2,-60.5
8q,16.7,-0.7,14.8,8.2,-97.9
12q,25.7,1.6,22.2,14.3,-104.7
