Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0007,0.0026,0.002,0.0007,0.0001
2q,0.0017,0.0024,0.0043,0.0012,0.0002
4q,0.0039,0.0026,0.0088,-0.0,0.0004
8q,0.0073,0.0018,0.016,-0.0123,0.0011
12q,0.0068,0.0018,0.0179,-0.0453,0.0016
